# DONNEES ENTIEREMENT SIMULEES - generees a des fins pedagogiques (Master 1 Sciences de la Mer, Sorbonne Universite). Aucune valeur ne provient d'une mesure reelle. Les toponymes cites ne servent qu'a fixer une emprise geographique et un systeme de coordonnees plausibles.
id;secteur;saison;espece_dominante;effort_km;etat_mer_beaufort;profondeur_m;distance_cote_km;sst_c;chlorophylle_mgm3;nb_groupes_observes;taille_groupe_moyenne;presence;lon;lat
CET_0454;Canyon;Printemps;Aucune;35.1;3;436;102.1;11.36;0.201;0;NA;0;-2.5094;45.00605
CET_0455;Canyon;Printemps;Aucune;7.3;3;382;97.1;12.03;0.284;0;NA;0;-2.44789;44.97565
CET_0456;Plateau;Hiver;Dauphin commun;20.3;0;146;50.2;10.5;0.162;1;36.6;1;-1.94785;44.19958
CET_0457;Canyon;Printemps;Aucune;17.2;1;529;128;11.57;0.08;0;NA;0;-5.9649;47.28158
CET_0458;Plateau;Printemps;Dauphin commun;39.5;1;117;26.1;12.53;0.308;8;18.8;1;-2.62727;43.65563
CET_0459;Plaine abyssale;Printemps;Aucune;32.3;2;2465;211.1;11.66;0.08;0;NA;0;-7.00285;46.97239
CET_0460;Canyon;Printemps;Cachalot;38.2;3;259;75.5;11.65;0.352;2;1;1;-2.19939;44.69444
CET_0461;Talus;Printemps;Globicephale;21.2;1;326;84.6;12.08;0.198;1;6;1;-2.41079;45.74093
CET_0462;Plaine abyssale;Printemps;Aucune;26.2;3;3956;246.4;10.8;0.08;0;NA;0;-7.7554;47.25528
CET_0463;Plateau;Automne;Dauphin commun;12.3;3;185;57.7;11.18;0.314;1;13.7;1;-2.06421;44.08929
CET_0464;Talus;Printemps;Aucune;37.9;3;215;60.8;10.5;0.08;0;NA;0;-3.15625;46.99293
CET_0465;Plaine abyssale;Printemps;Dauphin commun;27.1;1;4800;261.9;10.71;0.107;6;23;1;-9.17319;49.14371
CET_0466;Plateau;Printemps;Aucune;8.9;5;140;44.1;11.89;0.146;0;NA;0;-2.01488;46.14686
CET_0467;Plateau;Hiver;Aucune;11.8;4;124;34.1;10.5;0.14;0;NA;0;-1.82718;45.99248
CET_0468;Canyon;Ete;Cachalot;28;3;1529;185.2;15.44;0.255;14;3.1;1;-6.27787;46.7734
CET_0469;Plaine abyssale;Ete;Aucune;11.8;2;2920;236.9;14.55;0.147;0;NA;0;-8.48623;48.99793
CET_0470;Canyon;Ete;Rorqual commun;12.7;1;1633;186.1;14.22;0.083;3;4.8;1;-4.96908;46.21063
CET_0471;Plateau;Hiver;Aucune;10.6;4;132;34.2;10.5;0.3;0;NA;0;-1.74782;44.18834
CET_0472;Plateau;Printemps;Aucune;19.6;3;110;34.4;11.86;0.08;0;NA;0;-1.83395;46.03077
CET_0473;Canyon;Hiver;Globicephale;23.9;3;1070;154.3;10.5;0.085;2;9;1;-5.82601;46.88846
CET_0474;Canyon;Hiver;Aucune;15.4;4;297;83.8;10.5;0.457;0;NA;0;-2.35344;44.31618
CET_0475;Plateau;Ete;Aucune;14.9;3;130;25.5;16.31;0.645;0;NA;0;-2.3946;43.59614
CET_0476;Canyon;Ete;Dauphin commun;21.1;2;259;95.9;14.75;0.307;2;15;1;-2.36863;45.44982
CET_0477;Plateau;Automne;Aucune;9.8;4;101;15.4;11.04;1.716;0;NA;0;-2.85066;43.59201
CET_0478;Plateau;Automne;Dauphin commun;11.5;0;176;73.3;11.29;0.149;2;32.1;1;-2.95223;46.56731
CET_0479;Canyon;Hiver;Aucune;35;1;336;91.6;10.5;0.395;0;NA;0;-2.38872;44.85301
CET_0480;Canyon;Hiver;Aucune;34.7;3;252;69;10.5;0.133;0;NA;0;-2.18008;45.71165
CET_0481;Plateau;Printemps;Aucune;39;3;81;7.5;11.17;0.124;0;NA;0;-4.6276;47.95154
CET_0482;Canyon;Ete;Cachalot;8.5;1;236;68.5;15.86;0.367;1;3.2;1;-2.63272;44.04707
CET_0483;Canyon;Ete;Globicephale;29.1;1;2233;192.5;14.24;0.542;1;8.6;1;-6.18802;46.64251
CET_0484;Canyon;Hiver;Aucune;28.6;3;668;131.1;10.5;0.102;0;NA;0;-2.85993;45.21736
CET_0485;Plateau;Printemps;Dauphin commun;19.9;2;71;8.7;12.37;0.119;1;12.1;1;-1.53099;43.77699
CET_0486;Talus;Printemps;Aucune;19.9;4;551;118;10.54;0.08;0;NA;0;-6.2487;47.89486
CET_0487;Plaine abyssale;Ete;Globicephale;16.5;3;4462;283.4;15.88;0.08;1;17;1;-8.50084;47.91542
CET_0488;Canyon;Ete;Cachalot;23.4;1;1271;166.1;14.64;0.319;10;4.4;1;-5.90142;46.78833
CET_0489;Plaine abyssale;Ete;Aucune;8.8;2;3344;252.8;12.98;0.164;0;NA;0;-8.79519;49.06606
CET_0490;Talus;Automne;Dauphin commun;33.9;1;1155;154.8;10.5;1.889;6;5.4;1;-7.81862;49.99694
CET_0491;Plateau;Hiver;Dauphin commun;17.4;3;81;14.5;10.5;0.121;1;16;1;-1.37524;45.15704
CET_0492;Canyon;Printemps;Globicephale;22;2;428;106.4;12.03;0.347;1;4;1;-2.93428;44.41029
CET_0493;Canyon;Hiver;Aucune;10.6;3;315;82.6;10.5;0.614;0;NA;0;-2.27667;44.83205
CET_0494;Talus;Automne;Dauphin commun;6.1;2;575;123.8;11.88;0.232;2;12.3;1;-3.46277;46.25612
CET_0495;Plaine abyssale;Ete;Aucune;37.7;4;4397;262.6;14.88;0.08;0;NA;0;-8.00795;47.29777
CET_0496;Plateau;Printemps;Dauphin commun;14.9;2;182;66.6;11.08;0.08;3;9.6;1;-5.66406;48.41708
CET_0497;Plateau;Ete;Aucune;13.2;2;178;41.3;15.04;0.088;0;NA;0;-2.13662;46.23228
CET_0498;Plateau;Printemps;Aucune;29.4;3;188;68.7;12.08;0.384;0;NA;0;-2.96422;44.06905
CET_0499;Plaine abyssale;Automne;Aucune;17;2;3588;316.3;10.5;0.08;0;NA;0;-8.76416;47.3146
CET_0500;Plateau;Printemps;Aucune;37.9;0;85;7.9;12;0.445;0;NA;0;-1.40044;44.26473
CET_0501;Plateau;Automne;Aucune;38.1;4;75;11;12.27;0.13;0;NA;0;-1.4878;44.01618
CET_0502;Canyon;Ete;Globicephale;11.2;2;449;106.2;14.39;0.106;1;6;1;-5.72925;47.39715
CET_0503;Plateau;Printemps;Aucune;10.8;2;90;23.2;11.61;0.094;0;NA;0;-1.64878;44.00037
CET_0504;Canyon;Ete;Globicephale;38.8;3;263;78.1;15.75;0.398;2;2.2;1;-2.71002;44.14658
CET_0505;Plaine abyssale;Automne;Aucune;9.6;2;3452;212.8;10.85;0.869;0;NA;0;-6.30449;46.47183
CET_0506;Plaine abyssale;Ete;Rorqual commun;19.6;2;2259;215.1;13.83;0.08;3;1.7;1;-7.6372;48.15684
CET_0507;Canyon;Ete;Cachalot;27.5;3;405;99.7;15.12;0.189;13;4;1;-2.53811;44.40987
CET_0508;Canyon;Automne;Rorqual commun;13.4;2;381;96.3;12.66;0.447;1;1;1;-2.46879;44.56774
CET_0509;Plaine abyssale;Automne;Aucune;28.9;3;2155;185.7;10.58;0.203;0;NA;0;-7.26223;48.27652
CET_0510;Plateau;Automne;Dauphin commun;38.2;4;199;63.9;12.32;0.537;3;17.6;1;-2.5502;43.99164
CET_0511;Canyon;Printemps;Aucune;20.5;3;449;99.8;11.4;0.324;0;NA;0;-2.48779;44.9176
CET_0512;Plaine abyssale;Automne;Aucune;29.8;1;2555;207.4;11.47;0.581;0;NA;0;-6.06741;46.39015
CET_0513;Plateau;Ete;Aucune;34.2;2;95;16.4;14.8;0.095;0;NA;0;-1.42999;44.87448
CET_0514;Plaine abyssale;Ete;Aucune;10;4;2724;220.7;14.47;0.08;0;NA;0;-7.43603;47.33655
CET_0515;Plaine abyssale;Hiver;Rorqual commun;17.6;1;2736;204.8;10.5;0.21;4;3.8;1;-7.53861;48.55334
CET_0516;Plateau;Printemps;Aucune;27.8;1;188;48.6;10.5;0.08;0;NA;0;-5.24074;47.81776
CET_0517;Canyon;Printemps;Aucune;30.7;3;370;98.8;11.45;0.091;0;NA;0;-2.53375;44.36702
CET_0518;Canyon;Hiver;Dauphin commun;14;2;1313;175;10.5;0.13;1;4.9;1;-6.77496;47.34186
CET_0519;Talus;Ete;Aucune;5.9;2;271;79;13.67;0.083;0;NA;0;-2.72428;46.2167
CET_0520;Plateau;Hiver;Aucune;14.6;1;95;37.6;10.5;0.116;0;NA;0;-2.06679;46.23699
CET_0521;Plateau;Hiver;Aucune;38;2;121;39.6;10.5;0.334;0;NA;0;-2.34202;43.71728
CET_0522;Canyon;Printemps;Aucune;10.1;0;1025;144.3;10.94;0.08;0;NA;0;-4.68098;46.54876
CET_0523;Plateau;Ete;Globicephale;35.3;2;143;41.1;15.31;0.112;3;3.8;1;-2.62077;46.78925
CET_0524;Canyon;Ete;Aucune;37.6;4;427;108.3;14.67;0.29;0;NA;0;-2.54766;45.44674
CET_0525;Talus;Printemps;Cachalot;19.7;2;720;131.7;11.33;0.11;1;1.6;1;-6.51092;48.22108
CET_0526;Plateau;Automne;Aucune;11;4;149;38.7;10.82;0.177;0;NA;0;-5.24885;48.58666
CET_0527;Canyon;Printemps;Cachalot;36.5;2;510;105.4;11.49;0.184;2;1;1;-2.55879;44.92078
CET_0528;Plateau;Ete;Aucune;12.4;1;119;35.2;13.76;0.239;0;NA;0;-2.55468;46.88184
CET_0529;Talus;Hiver;Rorqual commun;20.9;2;1966;201;10.5;0.105;6;1.2;1;-7.33643;47.73653
CET_0530;Talus;Ete;Aucune;31.9;4;1986;190.7;13.86;0.295;0;NA;0;-7.34589;48.56602
CET_0531;Talus;Ete;Rorqual commun;13.4;2;791;135.4;15.79;0.239;4;1.9;1;-6.32558;47.53039
CET_0532;Plateau;Ete;Dauphin commun;20;2;87;8;15.54;0.526;1;10.4;1;-1.41569;44.18938
CET_0533;Canyon;Ete;Cachalot;13.8;3;452;98.5;15.74;0.302;2;1.2;1;-2.44568;45.49928
CET_0534;Canyon;Automne;Aucune;30.2;2;508;124.4;10.83;0.135;0;NA;0;-5.83196;47.23503
CET_0535;Plateau;Automne;Aucune;19.7;1;105;26.4;10.77;0.209;0;NA;0;-2.06614;46.37621
CET_0536;Plateau;Ete;Dauphin commun;10.5;3;122;30.8;15.99;0.464;2;28.6;1;-2.77614;43.72241
CET_0537;Canyon;Ete;Aucune;6;4;709;134.9;13.37;0.08;0;NA;0;-5.62891;46.99927
CET_0538;Canyon;Printemps;Rorqual commun;31.4;4;690;129.7;11.9;0.137;2;2;1;-2.99318;44.618
CET_0539;Talus;Hiver;Rorqual commun;23.4;2;1514;174.5;10.5;0.08;3;3.5;1;-7.01981;47.9456
CET_0540;Plateau;Ete;Aucune;11.3;1;125;43.9;14.9;0.081;0;NA;0;-2.50477;46.5599
